id,source,date,rating,text,discovery_related,theme,desired_behavior,repetition_cause,behavior_segment,primary_discovery_surface,tier,unmet_need,sentiment,evidence_phrase
387,play_store_in,2026-06-25 19:34:14,1,The new widget is trash. bring back the old one please.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
388,play_store_in,2026-06-25 16:52:05,4,yep good !but hard to find original songs,true,search_friction,none_stated,not_applicable,unclear,search,unclear,wants to find original song versions,negative,hard to find original songs
389,play_store_in,2026-06-25 05:20:29,1,too many ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
390,app_store_in,2026-06-17T19:42:08-07:00,5,Amazing â¤ï¸â¤ï¸â¤ï¸,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
391,play_store_in,2026-06-26 01:59:50,5,"I got to listen to all my favorite songs, thank you Spotify!",false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
392,app_store_us,2026-06-25T17:49:31-07:00,3,"Spotify has a decent music library, but I canâ€™t rate it higher for four reasons: First, it doesnâ€™t fairly compensate the artists who create the music that makes the platform valuable. Second, Spotify isnâ€™t doing nearly enough to stop the flood of low-quality AI-generated music, which buries real artists and dilutes their earnings. Third, the interface feels clunky compared to Apple Music. Finally, the audio quality still falls behind Apple Music and Tidal.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
393,app_store_us,2026-06-25T18:11:36-07:00,2,"Daily playlists are stale and generic. Playlist addition suggestions will repeatedly show me the same songs no matter how many times I X them. Shuffle doesn't actually shuffle; ""smart"" shuffle and regular shuffle both play the same 15 songs on playlists that are 10-30 hours long. I've been a diehard Spotify user and paid for premium for over 7 years, but it's time to face the musicâ€”this app sucks now. Really, it has sucked for a while, but I was holding out hope that Spotify execs/devs would eventually listen to users. More fool me. Currently transferring my playlists and then I'm finally cancelling my premium! â›“ï¸â€ðŸ’¥",true,stale_freshness,escape_their_bubble,algorithm_narrow,familiarity_anchored,daylist,premium,wants discovery surfaces to actually update,negative,Daily playlists are stale and generic
394,play_store_in,2026-06-24 20:51:43,1,"prices still going up I just listened to the music I don't do the other add on's make a cheaper plan. So people that only want to listen to music. That's it, thank you",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
395,play_store_in,2026-06-24 10:03:41,2,"The app keeps closing when I try to open some playlists or the search bar. just closes on its own even when I'm at home with good Wifi. The only thing that makes it work again for a short time is uninstalling and installing again. I do not pay for the app to malfunction like that. Not to mention songs puasing for no reasons at all, needing me to take out my phone and press play sometimes two times in a row.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
396,play_store_in,2026-06-26 13:24:06,3,I'd like to say bye to the new spotify widget ðŸ˜”,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
397,play_store_in,2026-06-25 09:12:58,1,very very bad ðŸ˜¡ðŸ˜¡ðŸ˜¡,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
398,play_store_in,2026-06-25 06:50:45,2,"create the problem, sell the solution",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
399,play_store_in,2026-06-24 12:44:44,5,the app is fine and good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
400,play_store_in,2026-06-24 14:33:28,5,Music song ðŸŽ§ðŸŽ¶ðŸŽ¶ Music.. ðŸŽ¶,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
401,play_store_in,2026-06-25 13:40:06,1,super song,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
402,play_store_in,2026-06-25 22:03:41,5,Very good ðŸ‘I love Spotify this app is amazing,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
403,app_store_us,2026-06-24T17:53:44-07:00,5,I love this app ðŸ¥¹,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
404,play_store_in,2026-06-26 12:34:59,5,Nice option,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
405,play_store_in,2026-06-25 04:06:21,5,best song experience,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
406,play_store_in,2026-06-26 02:09:52,5,awesome,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
407,play_store_in,2026-06-26 00:58:04,1,"I love the app, generally speaking. however, the absolute BS that is shuffle is ruining the app. You play a song that's been stuck in your head, but you don't like what it shuffled? too bad. you're stuck with it. reset the app? We saved your shuffle. Change songs? Same shuffle. The reshuffle button shows the same shuffle over and over. This one design choice has nearly made me uninstall the app numerous times. I don't know what I wanna listen to next, but it's not music from a different genre.",true,repetition_loop,control_the_algorithm,algorithm_narrow,familiarity_anchored,smart_shuffle,unclear,wants control over shuffle order,negative,the reshuffle button shows the same shuffle over and over
408,app_store_in,2026-06-14T17:32:00-07:00,5,All good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
409,app_store_us,2026-06-25T17:18:49-07:00,3,"Originally i would use this app very often but after they decided to become greedy and power hungry ive stopped using it. Music apps like this should not have things like this premium bs. I understand you kind of need it to make money but its way too selfish on Spotify's part because the user is unable to simply pick songs they want to listen too and they have to deal with the same ads repeating constantly and interrupting far too often. People will stop using apps when the apps get too greedy, so tone it down a bit. In addition, i'm not sure if this is happening to others but I've been getting the same ad every time, and every time i remove a song from my liked songs it just adds itself back.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,the same ads repeating constantly
410,play_store_in,2026-06-25 18:26:50,1,super but some songs not coming ðŸ˜­ and many ads coming,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,some songs not coming and many ads
411,play_store_in,2026-06-25 23:31:49,5,"Spotify is a staple in my life. Good deal also, the family plan is totally worth it.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
412,play_store_in,2026-06-25 09:09:11,5,it is an best app where we can listen songs,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
413,app_store_in,2026-06-25T11:10:14-07:00,5,The best â¤ï¸ðŸ«,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
414,play_store_in,2026-06-25 10:02:12,5,"it's very useful and budget friendly!I would highly recommend this app,aside from not being lag like other apps,this is a very efficient and my go to when I like to listen to music!",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
415,play_store_in,2026-06-26 07:50:23,5,very well audio quality,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
416,play_store_in,2026-06-25 12:31:22,5,Perfect,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
417,play_store_in,2026-06-24 12:29:44,3,it's overall very good but it has way too many limitations to non premium users. .,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,too many limitations to non premium users
418,play_store_in,2026-06-26 11:36:56,1,constant bugs,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,constant bugs
419,play_store_in,2026-06-25 12:16:03,5,Best of it kind,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
420,play_store_in,2026-06-25 13:04:24,5,â€œSpotify is a great app for listening to music and podcasts. It has a huge library and makes discovering new songs very easy.,true,other_discovery,find_new_artists,not_applicable,active_explorer,none,unclear,none,positive,makes discovering new songs very easy
421,play_store_in,2026-06-24 07:11:37,2,keeps crashing recently. so annoyin,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,keeps crashing recently
422,play_store_in,2026-06-26 10:01:21,5,awesome and amazing,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
423,app_store_us,2026-06-25T07:18:12-07:00,5,Iâ€™m 100% recommend Spotify when people ask me what do you use to listen to music? Itâ€™s easy to navigate has a very nice premium option and is overall the best music appðŸ¥°,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
424,play_store_in,2026-06-24 09:58:27,4,the problem is so many ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,the problem is so many ads
425,play_store_in,2026-06-26 07:18:46,1,"t, f, do you mean we should buy premium to play any song we want?! isn't that kinda beggin?! this feedback would never get deleted. to remind you people what you deserve!",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,buy premium to play any song
426,app_store_us,2026-06-25T15:42:15-07:00,4,"I really like the new audiobook feature however there are glitches and often instead of playing the next chapter in the book it restarts the chapter you just finished listening to, and thatâ€™s incredibly frustrating when you have to pay for specific amounts of listening time. How much time is wasted either replaying the same chapter or having to navigate the app to manually switch to the next chapter. Iâ€™ve run out of time before a book was finished because of this specific glitch.",false,not_discovery,none_stated,not_applicable,spoken_audio,none,premium,none,negative,restarts the chapter you just finished
427,play_store_in,2026-06-24 03:52:35,1,simply trash,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,simply trash
428,app_store_us,2026-06-25T21:39:44-07:00,5,ð“›ð“¸ð“¿ ð“½ð“±ð“²ð“¼ ð“ªð“¹ð“¹ð“¸ð“¹ð“¹ð“¹ð“¹ð“¹ð“¹ ð“¼ð“¸ ð“¶ð“¾ð“¬ð“± ð“¿ð“²ð“­ð“®ð“¸ð“¼ ð“±ð“¸ð“®,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
429,app_store_in,2026-06-14T07:22:25-07:00,1,Worst app In every 1 minute there is advertisement so irritating Please change this policy of getting subscriber,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,every 1 minute there is advertisement
